pupil_id,attendance_date,attendance_status,date_recorded,session_json
P004,2025-01-07,Unauthorised,2025-01-07,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P004,2025-01-08,Present,01-08-2025,
P004,2025-01-09,Present,2025-01-09,
P004,2025-01-10,present,2025-01-10,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P004,2025-01-13,Present,01-13-2025,
P004,2025-01-14,Present,14/01/2025,
P004,2025-01-15,Present,15/01/2025,
P004,2025-01-16,Present,16/01/2025,
P004,2025-01-17,Present,2025-01-17,
P004,2025-01-20,present,01-20-2025,
P004,2025-01-21,Present,2025-01-21,
P004,2025-01-22,Authorised Absence,2025-01-22,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P004,2025-01-23,Present,2025-01-23,
P004,2025-01-24,Present,2025-01-24,
P004,2025-01-27,Present,2025-01-27,
P004,2025-01-28,Present,28/01/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P004,2025-01-29,Present,2025-01-29,
P004,2025-01-30,Present,2025-01-30,
P004,2025-01-31,Present,2025-01-31,
P004,2025-02-03,Present,2025-02-03,
P004,2025-02-04,Present,04/02/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P004,2025-02-05,Present,2025-02-05,
P004,2025-02-06,Present,2025-02-06,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P004,2025-02-07,I,2025-02-07,
P004,2025-02-10,Present,2025-02-10,
P004,2025-02-11,present,2025-02-11,
P004,2025-02-12,Present,2025-02-12,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P004,2025-02-13,Present,2025-02-13,
P004,2025-02-14,Present,02-14-2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P004,2025-02-24,Present,2025-02-24,
P004,2025-02-25,Unauthorised,02-25-2025,
P004,2025-02-26,Present,2025-02-26,
P004,2025-02-27,Present,2025-02-27,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P004,2025-02-28,Present,2025-02-28,
P004,2025-03-03,Present,2025-03-03,"{""am"": ""Absent"", ""pm"": ""Absent"", ""late_arrival"": false}"
P004,2025-03-04,Present,2025-03-04,
P004,2025-03-05,Present,2025-03-05,
P004,2025-03-06,Present,2025-03-06,
P004,2025-03-07,I,03-07-2025,
P004,2025-03-10,Present,2025-03-10,
P004,2025-03-11,Present,2025-03-11,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P004,2025-03-12,Present,12/03/2025,
P004,2025-03-13,Present,2025-03-13,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P004,2025-03-14,Present,2025-03-14,
P004,2025-03-17,I,2025-03-17,
P004,2025-03-18,Present,2025-03-18,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P004,2025-03-19,Present,2025-03-19,
P004,2025-03-20,Present,2025-03-20,
P004,2025-03-21,N/A,2025-03-21,
P004,2025-03-24,Present,2025-03-24,
P004,2025-03-25,Present,25/03/2025,
P004,2025-03-26,Present,03-26-2025,
P004,2025-03-27,Present,03-27-2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P004,2025-03-28,U,28/03/2025,
P005,2024-09-02,Present,2024-09-02,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2024-09-03,Present,2024-09-03,
P005,2024-09-04,present,2024-09-04,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2024-09-05,,09-05-2024,
P005,2024-09-06,Present,09-06-2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2024-09-09,Present,2024-09-09,
P005,2024-09-10,Present,2024-09-10,
P005,2024-09-11,Present,2024-09-11,
P005,2024-09-12,Present,2024-09-12,
P005,2024-09-13,Present,2024-09-13,
P005,2024-09-16,ill,2024-09-16,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2024-09-17,Present,2024-09-17,
P005,2024-09-18,Present,09-18-2024,
P005,2024-09-19,N/A,2024-09-19,
P005,2024-09-20,Present,2024-09-20,
P005,2024-09-23,Present,2024-09-23,"{""am"": ""Absent"", ""pm"": ""Absent"", ""late_arrival"": false}"
P005,2024-09-24,Present,09-24-2024,
P005,2024-09-25,Present,25/09/2024,
P005,2024-09-26,Present,2024-09-26,
P005,2024-09-27,Present,2024-09-27,
P005,2024-09-30,Present,2024-09-30,
P005,2024-10-01,Present,2024-10-01,
P005,2024-10-02,Present,10-02-2024,
P005,2024-10-03,Present,2024-10-03,
P005,2024-10-04,Present,04/10/2024,
P005,2024-10-07,P,2024-10-07,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2024-10-08,Present,10-08-2024,
P005,2024-10-09,Authorised Absence,2024-10-09,
P005,2024-10-10,Present,2024-10-10,
P005,2024-10-11,Present,2024-10-11,
P005,2024-10-14,Present,2024-10-14,
P005,2024-10-15,Present,2024-10-15,
P005,2024-10-16,Present,2024-10-16,
P005,2024-10-17,Present,2024-10-17,
P005,2024-10-18,Present,2024-10-18,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2024-10-21,Present,10-21-2024,
P005,2024-10-22,I,2024-10-22,
P005,2024-10-23,Illness,23/10/2024,
P005,2024-10-24,Present,24/10/2024,
P005,2024-10-25,Authorised Absence,25/10/2024,
P005,2024-11-04,Present,2024-11-04,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2024-11-05,Present,05/11/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2024-11-06,Present,2024-11-06,
P005,2024-11-07,Present,2024-11-07,
P005,2024-11-08,Present,2024-11-08,
P005,2024-11-11,Present,2024-11-11,
P005,2024-11-12,Present,12/11/2024,
P005,2024-11-13,Authorised Absence,2024-11-13,
P005,2024-11-14,Present,11-14-2024,
P005,2024-11-15,Present,15/11/2024,
P005,2024-11-18,Present,2024-11-18,
P005,2024-11-19,Present,2024-11-19,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2024-11-20,Present,2024-11-20,
P005,2024-11-21,Present,2024-11-21,
P005,2024-11-22,Present,22/11/2024,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P005,2024-11-25,P,25/11/2024,
P005,2024-11-26,Present,2024-11-26,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2024-11-27,present,2024-11-27,
P005,2024-11-28,Present,28/11/2024,
P005,2024-11-29,Illness,29/11/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2024-12-02,Present,2024-12-02,
P005,2024-12-03,P,2024-12-03,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P005,2024-12-04,Present,2024-12-04,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2024-12-05,Present,05/12/2024,
P005,2024-12-06,Present,2024-12-06,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2024-12-09,Present,09/12/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2024-12-10,I,2024-12-10,
P005,2024-12-11,Present,2024-12-11,
P005,2024-12-12,Authorised Absence,12/12/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2024-12-13,Present,2024-12-13,
P005,2024-12-16,Present,16/12/2024,
P005,2024-12-17,Present,2024-12-17,
P005,2024-12-18,,2024-12-18,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P005,2024-12-19,Present,2024-12-19,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2024-12-20,Present,20/12/2024,
P005,2025-01-06,Present,2025-01-06,
P005,2025-01-07,Present,2025-01-07,
P005,2025-01-08,Present,08/01/2025,
P005,2025-01-09,Present,2025-01-09,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P005,2025-01-10,Present,2025-01-10,
P005,2025-01-13,,13/01/2025,
P005,2025-01-14,present,14/01/2025,
P005,2025-01-15,Present,2025-01-15,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2025-01-16,Present,2025-01-16,
P005,2025-01-17,Authorised Absence,2025-01-17,
P005,2025-01-20,Present,20/01/2025,
P005,2025-01-21,Present,2025-01-21,
P005,2025-01-22,Present,22/01/2025,
P005,2025-01-23,present,2025-01-23,
P005,2025-01-24,Present,2025-01-24,
P005,2025-01-27,Present,01-27-2025,
P005,2025-01-28,Illness,2025-01-28,
P005,2025-01-29,Present,2025-01-29,
P005,2025-01-30,Present,2025-01-30,
P005,2025-01-31,Present,31/01/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2025-02-03,Present,03/02/2025,
P005,2025-02-04,Present,04/02/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2025-02-05,P,2025-02-05,
P005,2025-02-06,Present,06/02/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2025-02-07,Present,07/02/2025,
P005,2025-02-10,Present,2025-02-10,
P005,2025-02-11,Present,2025-02-11,
P005,2025-02-12,Present,2025-02-12,
P005,2025-02-13,I,2025-02-13,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2025-02-14,Present,14/02/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2025-02-24,Authorised Absence,2025-02-24,
P005,2025-02-25,Present,2025-02-25,
P005,2025-02-26,Present,2025-02-26,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2025-02-27,P,2025-02-27,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": true}"
P005,2025-02-28,Present,2025-02-28,
P005,2025-03-03,Present,03-03-2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P005,2025-03-04,Present,03-04-2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2025-03-05,Present,2025-03-05,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P005,2025-03-06,N/A,03-06-2025,
P005,2025-03-07,U,03-07-2025,
P005,2025-03-10,Present,2025-03-10,
P005,2025-03-11,Present,2025-03-11,
P005,2025-03-12,Present,2025-03-12,
P005,2025-03-13,Present,13/03/2025,
P005,2025-03-14,I,2025-03-14,
P005,2025-03-17,Present,2025-03-17,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P005,2025-03-18,Present,18/03/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2025-03-19,Authorised Absence,19/03/2025,
P005,2025-03-20,Present,2025-03-20,
P005,2025-03-21,present,2025-03-21,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2025-03-24,Present,2025-03-24,
P005,2025-03-25,Present,2025-03-25,
P005,2025-03-26,Present,2025-03-26,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P005,2025-03-27,Present,2025-03-27,
P005,2025-03-28,Present,03-28-2025,
P011,2024-09-02,Present,2024-09-02,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2024-09-03,Present,2024-09-03,
P011,2024-09-04,I,2024-09-04,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2024-09-05,present,2024-09-05,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P011,2024-09-06,Present,2024-09-06,
P011,2024-09-09,Present,2024-09-09,
P011,2024-09-10,Present,2024-09-10,
P011,2024-09-11,Present,2024-09-11,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2024-09-12,Present,2024-09-12,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2024-09-13,Present,2024-09-13,
P011,2024-09-16,Present,2024-09-16,
P011,2024-09-17,Present,2024-09-17,
P011,2024-09-18,Present,18/09/2024,
P011,2024-09-19,Present,2024-09-19,
P011,2024-09-20,Present,09-20-2024,
P011,2024-09-23,Present,23/09/2024,
P011,2024-09-24,U,24/09/2024,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2024-09-25,Present,2024-09-25,
P011,2024-09-26,Present,26/09/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2024-09-27,Present,2024-09-27,
P011,2024-09-30,Present,2024-09-30,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P011,2024-10-01,Present,2024-10-01,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P011,2024-10-02,Present,2024-10-02,
P011,2024-10-03,Present,2024-10-03,
P011,2024-10-04,Present,2024-10-04,
P011,2024-10-07,Present,07/10/2024,
P011,2024-10-08,present,08/10/2024,
P011,2024-10-09,Present,09/10/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2024-10-10,Present,10-10-2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2024-10-11,present,2024-10-11,
P011,2024-10-14,Present,2024-10-14,
P011,2024-10-15,P,2024-10-15,
P011,2024-10-16,Present,16/10/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2024-10-17,P,2024-10-17,
P011,2024-10-18,Present,2024-10-18,
P011,2024-10-21,Present,10-21-2024,
P011,2024-10-22,Present,22/10/2024,
P011,2024-10-23,Present,23/10/2024,
P011,2024-10-24,Present,2024-10-24,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2024-10-25,Present,25/10/2024,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2024-11-04,present,2024-11-04,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P011,2024-11-05,Authorised Absence,2024-11-05,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P011,2024-11-06,Present,06/11/2024,
P011,2024-11-07,Present,2024-11-07,
P011,2024-11-08,Present,2024-11-08,
P011,2024-11-11,Present,2024-11-11,
P011,2024-11-12,Present,2024-11-12,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2024-11-13,Present,2024-11-13,
P011,2024-11-14,Present,2024-11-14,
P011,2024-11-15,Present,15/11/2024,
P011,2024-11-18,Present,2024-11-18,
P011,2024-11-19,Present,19/11/2024,
P011,2024-11-20,Present,2024-11-20,
P011,2024-11-21,Present,21/11/2024,
P011,2024-11-22,Present,2024-11-22,
P011,2024-11-25,present,2024-11-25,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2024-11-26,ill,2024-11-26,
P011,2024-11-27,Present,2024-11-27,
P011,2024-11-28,Present,28/11/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2024-11-29,Present,2024-11-29,
P011,2024-12-02,Present,12-02-2024,
P011,2024-12-03,Present,2024-12-03,
P011,2024-12-04,Present,04/12/2024,
P011,2024-12-05,I,2024-12-05,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2024-12-06,Present,2024-12-06,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2024-12-09,Present,2024-12-09,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2024-12-10,Present,2024-12-10,
P011,2024-12-11,Present,12-11-2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2024-12-12,Present,2024-12-12,
P011,2024-12-13,Present,13/12/2024,
P011,2024-12-16,Present,2024-12-16,
P011,2024-12-17,U,2024-12-17,
P011,2024-12-18,Authorised Absence,2024-12-18,
P011,2024-12-19,Present,12-19-2024,
P011,2024-12-20,ill,2024-12-20,
P011,2025-01-06,Authorised Absence,2025-01-06,
P011,2025-01-07,Present,2025-01-07,
P011,2025-01-08,Present,2025-01-08,
P011,2025-01-09,Present,2025-01-09,
P011,2025-01-10,Present,01-10-2025,
P011,2025-01-13,Present,13/01/2025,
P011,2025-01-14,Present,2025-01-14,
P011,2025-01-15,Present,2025-01-15,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2025-01-16,P,01-16-2025,
P011,2025-01-17,Present,2025-01-17,
P011,2025-01-20,Present,2025-01-20,
P011,2025-01-21,N/A,21/01/2025,
P011,2025-01-22,,2025-01-22,
P011,2025-01-23,Present,2025-01-23,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2025-01-24,present,01-24-2025,
P011,2025-01-27,Present,2025-01-27,
P011,2025-01-28,Present,2025-01-28,
P011,2025-01-29,Present,29/01/2025,
P011,2025-01-30,Present,2025-01-30,
P011,2025-01-31,Present,31/01/2025,
P011,2025-02-03,Present,02-03-2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2025-02-04,Present,02-04-2025,
P011,2025-02-05,Present,2025-02-05,
P011,2025-02-06,Present,2025-02-06,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2025-02-07,Present,2025-02-07,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2025-02-10,I,2025-02-10,
P011,2025-02-11,Present,2025-02-11,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2025-02-12,Present,02-12-2025,
P011,2025-02-13,Present,02-13-2025,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2025-02-14,Authorised Absence,14/02/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2025-02-24,Authorised Absence,2025-02-24,
P011,2025-02-25,Present,2025-02-25,
P011,2025-02-26,Present,2025-02-26,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2025-02-27,Present,2025-02-27,
P011,2025-02-28,Present,2025-02-28,
P011,2025-03-03,Present,2025-03-03,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2025-03-04,Present,2025-03-04,
P011,2025-03-05,Present,2025-03-05,
P011,2025-03-06,I,2025-03-06,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2025-03-07,Present,2025-03-07,
P011,2025-03-10,Present,2025-03-10,
P011,2025-03-11,Present,2025-03-11,
P011,2025-03-12,Present,2025-03-12,
P011,2025-03-13,P,13/03/2025,
P011,2025-03-14,Present,2025-03-14,
P011,2025-03-17,Present,2025-03-17,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2025-03-18,Present,2025-03-18,
P011,2025-03-19,Present,2025-03-19,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P011,2025-03-20,Present,2025-03-20,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P011,2025-03-21,Present,2025-03-21,
P011,2025-03-24,Present,2025-03-24,
P011,2025-03-25,Unauthorised,2025-03-25,
P011,2025-03-26,Present,03-26-2025,
P011,2025-03-27,Present,27/03/2025,
P011,2025-03-28,P,2025-03-28,
P012,2024-09-02,Present,02/09/2024,
P012,2024-09-03,present,2024-09-03,
P012,2024-09-04,Present,2024-09-04,
P012,2024-09-05,I,05/09/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P012,2024-09-06,Present,2024-09-06,
P012,2024-09-09,Present,2024-09-09,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2024-09-10,Present,10/09/2024,
P012,2024-09-11,Present,2024-09-11,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2024-09-12,Present,12/09/2024,
P012,2024-09-13,Present,13/09/2024,
P012,2024-09-16,Present,2024-09-16,
P012,2024-09-17,Present,2024-09-17,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2024-09-18,Present,2024-09-18,
P012,2024-09-19,Present,09-19-2024,
P012,2024-09-20,Present,2024-09-20,
P012,2024-09-23,Present,2024-09-23,
P012,2024-09-24,Present,2024-09-24,
P012,2024-09-25,Present,09-25-2024,
P012,2024-09-26,Present,2024-09-26,
P012,2024-09-27,Present,2024-09-27,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2024-09-30,Present,09-30-2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2024-10-01,Present,2024-10-01,
P012,2024-10-02,ill,02/10/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2024-10-03,Authorised Absence,03/10/2024,
P012,2024-10-04,P,2024-10-04,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2024-10-07,Illness,2024-10-07,
P012,2024-10-08,Present,2024-10-08,
P012,2024-10-09,Present,2024-10-09,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P012,2024-10-10,,2024-10-10,
P012,2024-10-11,ill,2024-10-11,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2024-10-14,Present,2024-10-14,
P012,2024-10-15,Present,2024-10-15,
P012,2024-10-16,I,2024-10-16,
P012,2024-10-17,Present,2024-10-17,
P012,2024-10-18,Present,10-18-2024,
P012,2024-10-21,Present,21/10/2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2024-10-22,U,2024-10-22,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P012,2024-10-23,Authorised Absence,2024-10-23,
P012,2024-10-24,Present,2024-10-24,"{""am"": ""Absent"", ""pm"": ""Absent"", ""late_arrival"": false}"
P012,2024-10-25,U,2024-10-25,
P012,2024-11-04,Authorised Absence,2024-11-04,
P012,2024-11-05,Present,11-05-2024,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2024-11-06,Present,2024-11-06,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2024-11-07,Present,2024-11-07,
P012,2024-11-08,present,08/11/2024,
P012,2024-11-11,Present,2024-11-11,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2024-11-12,Present,12/11/2024,
P012,2024-11-13,Present,13/11/2024,
P012,2024-11-14,present,2024-11-14,
P012,2024-11-15,Present,2024-11-15,
P012,2024-11-18,Present,11-18-2024,
P012,2024-11-19,present,2024-11-19,
P012,2024-11-20,Present,2024-11-20,
P012,2024-11-21,Present,2024-11-21,
P012,2024-11-22,present,2024-11-22,
P012,2024-11-25,Present,2024-11-25,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2024-11-26,Present,2024-11-26,
P012,2024-11-27,Present,2024-11-27,
P012,2024-11-28,Present,11-28-2024,
P012,2024-11-29,I,2024-11-29,
P012,2024-12-02,Present,12-02-2024,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2024-12-03,ill,03/12/2024,
P012,2024-12-04,,12-04-2024,
P012,2024-12-05,Present,2024-12-05,
P012,2024-12-06,Present,12-06-2024,
P012,2024-12-09,Present,2024-12-09,
P012,2024-12-10,Authorised Absence,2024-12-10,
P012,2024-12-11,present,2024-12-11,
P012,2024-12-12,Present,12/12/2024,
P012,2024-12-13,I,2024-12-13,
P012,2024-12-16,Present,2024-12-16,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2024-12-17,Present,2024-12-17,
P012,2024-12-18,Present,2024-12-18,
P012,2024-12-19,Present,2024-12-19,
P012,2024-12-20,Present,2024-12-20,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2025-01-06,present,2025-01-06,
P012,2025-01-07,Present,2025-01-07,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2025-01-08,Present,2025-01-08,
P012,2025-01-09,Present,2025-01-09,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2025-01-10,present,01-10-2025,
P012,2025-01-13,,2025-01-13,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2025-01-14,Present,2025-01-14,
P012,2025-01-15,Present,2025-01-15,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2025-01-16,Present,16/01/2025,
P012,2025-01-17,present,2025-01-17,
P012,2025-01-20,Present,2025-01-20,
P012,2025-01-21,Present,21/01/2025,
P012,2025-01-22,Present,2025-01-22,
P012,2025-01-23,Present,2025-01-23,
P012,2025-01-24,present,2025-01-24,
P012,2025-01-27,Present,2025-01-27,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": true}"
P012,2025-01-28,Present,2025-01-28,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P012,2025-01-29,Present,01-29-2025,
P012,2025-01-30,present,2025-01-30,"{""am"": ""Absent"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2025-01-31,present,2025-01-31,
P012,2025-02-03,Present,2025-02-03,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P012,2025-02-04,Present,2025-02-04,
P012,2025-02-05,Authorised Absence,05/02/2025,
P012,2025-02-06,Present,2025-02-06,
P012,2025-02-07,Present,2025-02-07,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2025-02-10,Present,02-10-2025,
P012,2025-02-11,Present,2025-02-11,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2025-02-12,Present,02-12-2025,
P012,2025-02-13,Present,2025-02-13,
P012,2025-02-14,ill,2025-02-14,
P012,2025-02-24,Present,2025-02-24,
P012,2025-02-25,present,25/02/2025,
P012,2025-02-26,Present,02-26-2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2025-02-27,N/A,27/02/2025,
P012,2025-02-28,P,02-28-2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2025-03-03,Illness,2025-03-03,
P012,2025-03-04,Present,2025-03-04,
P012,2025-03-05,Present,2025-03-05,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": true}"
P012,2025-03-06,Present,2025-03-06,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2025-03-07,Present,2025-03-07,
P012,2025-03-10,Present,10/03/2025,
P012,2025-03-11,Illness,2025-03-11,
P012,2025-03-12,Present,2025-03-12,
P012,2025-03-13,Authorised Absence,13/03/2025,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2025-03-14,Present,2025-03-14,
P012,2025-03-17,Present,2025-03-17,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
P012,2025-03-18,Present,2025-03-18,
P012,2025-03-19,Present,19/03/2025,
P012,2025-03-20,ill,2025-03-20,
P012,2025-03-21,Present,2025-03-21,
P012,2025-03-24,Present,03-24-2025,"{""am"": ""Present"", ""pm"": ""Absent"", ""late_arrival"": false}"
P012,2025-03-25,Present,2025-03-25,
P012,2025-03-26,Present,26/03/2025,
P012,2025-03-27,Present,03-27-2025,
P012,2025-03-28,Present,03-28-2025,
P013,2024-09-02,Present,2024-09-02,
P013,2024-09-03,Present,2024-09-03,"{""am"": ""Present"", ""pm"": ""Present"", ""late_arrival"": false}"
